"Valor Mercado","Tipo","Valor Compra","Edad","Edad Maxima"
"147030.17201346","3","249663","4","16"
"98089.934267635","3","239984","7","16"
"128769.15491353","3","234978","5","17"
"172252.7894171","3","251636","4","19"
"72156.046135363","3","246123","10","16"
"64203.264336981","3","241459","10","16"
"85097.052878686","3","250665","11","20"
"117975.2653746","3","246032","6","15"
"124946.69375745","3","255606","7","20"
"103695.03308906","3","232947","8","20"
"100780.35817207","3","238266","6","16"
"126468.65923202","3","241238","6","19"
"64171.923651611","3","241001","11","17"
"130369.30020805","3","240777","6","20"
"166619.71759129","3","235805","3","20"
"83124.825569776","3","239973","8","16"
"55423.365386575","3","243114","11","15"
"206073.6104874","3","256926","3","20"
"123016.70918336","3","253176","6","17"
"197669.75069716","3","253888","2","17"
"112622.70805353","3","241015","8","20"
"193384.6455491","3","243505","2","16"
"133378.93507773","3","251113","5","16"
"131315.8033566","3","250040","4","15"
"103708.39933406","3","257359","8","18"
"165243.51509053","3","248743","4","20"
"126150.03477975","3","246233","6","20"
"134234.70473325","3","254335","5","16"
"190570.29440293","3","244032","3","20"
"81541.475083922","3","231682","10","18"
"89983.353985914","3","250166","8","16"
"84755.552978458","3","235632","9","18"
"54798.215083196","3","251450","11","15"
"83750.101235092","3","240557","10","18"
"171039.94895413","3","245373","3","17"
"84289.777570627","3","241752","9","18"
"101665.68067679","3","236017","7","16"
"93529.842232327","3","244119","10","20"
"120994.1839352","3","249552","6","18"
"121268.7665092","3","239769","5","15"
"145971.08874897","3","251858","5","16"
"115404.24427673","3","239268","7","19"
"132746.67481429","3","251354","7","20"
"78024.349007954","3","253228","9","17"
"114096.30503971","3","252673","7","19"
"129327.25922877","3","247694","6","18"
"114065.96461424","3","251723","8","19"
"94466.180311571","3","230329","8","19"
"119761.52837129","3","254404","7","19"
"81097.431737887","3","232491","10","19"
"70966.508504594","3","237661","11","18"
"113496.834468","3","245180","7","17"
"159850.09777781","3","230013","4","19"
"61984.227918476","3","230165","11","16"
"53862.605806119","3","241315","11","15"
"121776.63517226","3","232288","6","19"
"72905.121251055","3","248678","9","15"
"189094.22218975","3","248037","3","19"
"183587.03769616","3","249495","3","20"
"92040.751378698","3","254309","10","19"
"177049.50718832","3","258385","4","18"
"92934.800339905","3","253602","9","20"
"82357.464700732","3","230745","8","16"
"58218.991414889","3","235966","10","15"
"149610.07673712","3","237798","3","15"
"82009.821311492","3","234674","8","16"
"167032.41081039","3","240812","4","19"
"178157.90631628","3","252127","3","17"
"77666.35362375","3","253967","11","19"
"107601.69928268","3","250848","8","18"
"164445.09007884","3","242008","4","18"
"90558.181679631","3","246142","7","15"
"62840.102576576","3","245275","10","15"
"84627.577287726","3","238441","8","15"
"71938.493522","3","259031","10","15"
"156870.82630265","3","233843","3","18"
"131136.78648689","3","250786","5","17"
"171486.20587129","3","258166","4","17"
"175301.30290944","3","250631","3","15"
"101978.37365323","3","237316","8","19"
"198180.69017275","3","255550","2","20"
"179208.12020898","3","256949","2","16"
"70922.820616703","3","254606","10","16"
"153697.14842766","3","231110","3","17"
"98459.022251183","3","240887","7","16"
"172426.99982186","3","231452","2","16"
"219172.57073826","3","254836","2","17"
"109588.08374208","3","259247","8","19"
"78683.307576721","3","254988","9","17"
"213633.21544092","3","250347","2","18"
"192320.8076637","3","238514","2","19"
"178885.70383211","3","243548","2","18"
"79508.730305988","3","238791","10","19"
"186292.37813124","3","239246","3","20"
"133795.42748338","3","251499","6","17"
"108672.93384924","3","230849","7","19"
"156517.19165197","3","234369","3","20"
"173112.84579323","3","258216","4","18"
"132656.24045243","3","232421","5","17"
"97813.220463802","3","239307","7","16"
"77972.285641411","3","240529","10","20"
"56866.79230157","3","238872","10","15"
"103340.49697271","3","240422","6","16"
"92101.150922777","3","250859","8","17"
"149601.01754822","3","253123","4","19"
"90755.508632181","3","254760","8","16"
"99725.097244374","3","231476","7","17"
"126059.26026603","3","257882","7","20"
"102602.33576611","3","257331","9","19"
"77817.447265745","3","254787","9","17"
"72111.446028052","3","231141","10","18"
"83943.603772048","3","246278","10","19"
"54883.097005363","3","245887","11","15"
"58214.294640084","3","239120","11","17"
"98935.810346993","3","258999","8","17"
"149378.61714751","3","231385","5","20"
"186441.62297637","3","244553","2","15"
"60930.809985893","3","248533","11","16"
"202742.89660328","3","244057","2","19"
"161159.68673883","3","233365","4","18"
"115579.33347454","3","236443","7","20"
"107124.13785691","3","257172","8","17"
"133249.88642643","3","231711","4","16"
"118785.41943948","3","234859","6","18"
"175601.11477299","3","257663","3","16"
"146458.52208555","3","252277","5","16"
"72265.506971682","3","231259","10","17"
"116300.65728694","3","253086","7","18"
"115478.42610699","3","256914","7","20"
"115403.55995828","3","252132","5","15"
"96238.312721011","3","249925","7","15"
"83156.241910915","3","234659","11","20"
"177124.26755401","3","247881","3","18"
"67457.421964882","3","230096","9","15"
"72047.749048683","3","241663","9","15"
"73983.438759197","3","233727","9","16"
"135352.28724507","3","249980","6","20"
"164029.78504287","3","241458","4","20"
"184821.05335712","3","253146","3","15"
"144851.11558374","3","241521","4","16"
"139319.35012498","3","254230","5","17"
"169744.4455246","3","252313","3","20"
"191630.14424379","3","243753","2","17"
"115260.19958136","3","254096","6","15"
"175700.36972124","3","246732","2","16"
"115327.70436379","3","238768","6","15"
"106260.68032737","3","252801","7","15"
"179617.28911888","3","232486","2","17"
"197400.71944996","3","258578","2","17"
"54086.738057586","3","244075","11","16"
"79690.084098884","3","247479","10","17"
"61266.860092979","3","256468","11","16"
"83044.559519416","3","247162","8","15"
"98163.832896198","3","259505","9","19"
"98857.524949163","3","247302","7","15"
"136252.18470722","3","259900","6","19"
"57288.244316826","3","230097","11","16"
"173646.3594397","3","235601","2","15"
"202605.16106318","3","244240","2","15"
"128165.49169102","3","253405","5","15"
"184048.25540608","3","255390","3","19"
"131923.90273572","3","235676","4","16"
"95902.614848458","3","259202","7","15"
"142743.47783587","3","246200","6","20"
"96326.301295721","3","251616","10","20"
"132752.33628544","3","246211","6","18"
"66663.123196207","3","234441","11","19"
"71271.576621715","3","255858","10","16"
"121065.49065861","3","258649","7","20"
"106743.42746854","3","249916","6","15"
"98915.988760521","3","248271","9","20"
"66273.367629775","3","259076","10","15"
"139596.50934911","3","253272","5","20"
"89768.111636695","3","251467","10","20"
"156652.73439159","3","238667","4","16"
"116467.47357805","3","257982","7","18"
"83740.135182665","3","232809","9","18"
"138633.67479552","3","250292","5","18"
"89095.355249297","3","233041","9","19"
"202612.41108349","3","244374","2","20"
"198468.14877915","3","240939","2","16"
"65170.672655179","3","235890","10","16"
"82150.606550115","3","236880","10","18"
"164369.09937811","3","259589","4","17"
"187436.70097991","3","246017","2","15"
"165217.70376228","3","250283","3","17"
"100868.27773326","3","237612","8","18"
"168731.16481022","3","253993","3","15"
"166460.33789812","3","259233","3","16"
"107190.85533423","3","252576","8","18"
"69586.294009636","3","249808","10","16"
"78748.59221218","3","242145","11","19"
"107356.11872114","3","246523","7","19"
"111021.30688209","3","249381","6","16"
"153746.4750713","3","238309","4","18"
"66209.52892995","3","248079","10","15"
"151674.65449983","3","233796","4","16"
"182727.51669097","3","256761","3","15"
"151668.07970831","3","238116","4","20"
"160200.45221093","3","246399","4","19"
"138532.94918432","3","259767","5","18"
"76245.686167004","3","233348","11","20"
"102838.12908408","3","237947","6","16"
"124038.50666062","3","256175","6","19"
"90346.645510445","3","251176","9","18"
"86853.116246518","3","253317","9","16"
"152993.79679581","3","242355","4","19"
"152508.40018085","3","231324","3","16"
"159489.22521015","3","240081","4","20"
"175301.56065279","3","230252","2","15"
"91585.680434103","3","253406","9","18"
"154404.74823131","3","249757","3","15"
"174552.74481248","3","236562","2","19"
"169500.62859029","3","257067","5","20"
"193198.90018467","3","239603","2","19"
"111485.26559516","3","248802","7","20"
"169992.31589525","3","247788","4","19"
"130072.29086819","3","257814","7","19"
"81179.503070399","3","252081","11","19"
"214732.54381223","3","259974","2","17"
"154770.51199359","3","234829","4","16"
"90037.812711598","3","258176","8","16"
"90563.456626536","3","247491","10","20"
"80329.574259668","3","256273","10","19"
"122699.92456527","3","246527","6","20"
"175634.97507153","3","251965","3","17"
"85586.411584051","3","232468","8","17"
"94701.067446243","3","241886","8","16"
"139397.85700333","3","230199","4","20"
"66995.210303858","3","251604","11","17"
"117794.26110201","3","231561","5","17"
"95827.993070568","3","234450","7","16"
"150042.55671913","3","239156","4","16"
"81684.87536783","3","251253","11","20"
"204162.55859383","3","253200","2","19"
"102950.35786501","3","242952","7","19"
"136099.27184416","3","248354","5","17"
"138033.78590832","3","237171","5","20"
"154554.85778102","3","259342","5","18"
"180510.88211205","3","233088","2","16"
"60199.723421612","3","258725","11","15"
"159350.68418817","3","245092","4","19"
"181932.19004048","3","256471","3","15"
"74770.101305189","3","245115","11","20"
"156388.88789532","3","243748","5","19"
"147776.75679856","3","254942","4","15"
"136689.57102983","3","234318","5","19"
"136111.46825944","3","244537","4","17"
"102965.91837651","3","233317","6","15"
"68266.480949135","3","245070","10","16"
"70152.19033381","3","234614","11","19"
"174295.57750729","3","251327","4","18"
"174483.75709178","3","240983","3","19"
"72889.436344789","3","246128","11","18"
"107843.0619575","3","257588","8","19"
"80915.620928163","3","249269","9","17"
"57113.274846065","3","232985","11","16"
"118051.94822292","3","242174","6","16"
"179294.94134807","3","252110","3","18"
"86158.778910521","3","247935","9","16"
"142672.18838261","3","246849","5","20"
"130918.61905947","3","248052","5","16"
"163456.75683623","3","259244","5","19"
"77584.056641965","3","245102","9","16"
"146635.61748769","3","258468","6","19"
"76197.774570895","3","234647","11","20"
"159458.11119749","3","230939","4","18"
"187248.09569932","3","257676","2","17"
"172521.97816991","3","241512","2","15"
"71160.291629381","3","233382","10","17"
"97403.692309268","3","230423","8","19"
"168860.69047637","3","243228","4","18"
"99952.976722589","3","254840","8","17"
"191964.39075393","3","252138","2","15"
"166742.53356736","3","249062","4","18"
"175757.49807737","3","237341","2","19"
"197341.89473385","3","254432","3","20"
"182511.24081132","3","235671","2","16"
"190596.59749132","3","259021","3","20"
"77041.505441052","3","240514","10","18"
"80986.321205419","3","241946","11","20"
"73477.945582483","3","256392","11","18"
"78135.707433932","3","243364","10","18"
"128630.69634236","3","237566","6","20"
"78049.930566165","3","255372","8","15"
"157357.76577742","3","252063","3","15"
"182394.26911529","3","251584","3","20"
"165035.74278878","3","253836","4","19"
"165052.70686281","3","252065","3","15"
"73718.254294053","3","250876","10","17"
"121285.41432936","3","231351","6","19"
"93825.208290281","3","245650","9","18"
"127950.38713494","3","251383","6","17"
"73770.197600912","3","249143","9","16"
"77735.862234641","3","237799","11","20"
"84879.852752123","3","248638","9","16"
"119561.71003187","3","257211","6","16"
"82945.414889368","3","255426","11","20"
"114594.2760603","3","254035","6","16"
"187600.35133688","3","249922","2","18"
"108472.29511787","3","242980","6","16"
"87623.251511486","3","237456","7","15"
"207146.19350585","3","259991","2","18"
"59845.702672746","3","236929","11","16"
"122946.67973328","3","241656","6","17"
"135699.46602783","3","258244","5","16"
"178636.00285431","3","258892","3","20"
"156211.49878787","3","235147","3","15"
"169407.93087487","3","255231","3","16"
"146905.47151391","3","239900","5","20"
"198337.72049256","3","256809","3","18"
"138583.94353269","3","256557","5","20"
"81589.62098417","3","248311","9","16"
"127145.24649402","3","250832","6","19"
"111903.05282689","3","248521","6","17"
"116706.08802292","3","230286","5","15"
"194984.91940776","3","241818","2","19"
"182213.25088245","3","242212","3","17"
"102109.64555737","3","244780","7","18"
"103267.06420668","3","230295","7","17"
"110537.15001702","3","244846","7","18"
"164877.97032987","3","254099","3","18"
"108304.81519327","3","253171","7","16"
"134480.00732367","3","248369","6","20"
"163219.43774772","3","243456","3","18"
"175146.31747401","3","256128","3","16"
"94418.330517688","3","251215","9","19"
"140160.26901054","3","233001","4","18"
"201285.82614966","3","256035","2","17"
"66745.054312884","3","233834","9","16"
"129378.40638059","3","234481","6","19"
"182886.50826915","3","232925","2","16"
"126185.59632278","3","256711","6","19"
"119272.51172312","3","256797","6","16"
"73096.428699327","3","238824","11","19"
"105895.46058496","3","243671","7","18"
"196180.5183879","3","251339","3","19"
"118265.42880171","3","241938","7","20"
"117439.79060614","3","259291","7","18"
"127391.14600879","3","235049","6","19"
"116508.42789001","3","230357","6","18"
"104081.79697448","3","254155","7","15"
"116689.10606146","3","251204","6","15"
"79315.734259783","3","259144","11","19"
"190834.62759475","3","246600","2","16"
"101455.38443784","3","251768","8","18"
"69373.740448684","3","231396","10","17"
"207387.87547525","3","257200","2","19"
"180492.94720622","3","238579","2","16"
"127158.5132131","3","253654","7","19"
"167997.0975835","3","252888","3","15"
"89770.870800453","3","255972","8","15"
"96832.7370828","3","255240","9","20"
"107426.73231979","3","254134","8","19"
"153153.00089192","3","247798","4","17"
"115164.91003359","3","248869","6","15"
"146283.89928427","3","248096","5","18"
"75570.572081515","3","255616","10","17"
"130642.96965459","3","231510","4","15"
"158015.5847122","3","250050","3","15"
"99156.634092482","3","248875","9","20"
"107809.77826864","3","247780","9","20"
"95503.043705495","3","234696","8","17"
"169909.8394106","3","253991","3","20"
"93465.337101843","3","257024","9","18"
"173018.20727949","3","257802","3","20"
"84950.623166975","3","249433","10","18"
"114237.40667816","3","252891","6","15"
"132026.12074777","3","238412","6","18"
"84232.568208398","3","244432","11","20"
"178144.33153356","3","259803","3","16"
"66797.960949428","3","256644","11","18"
"66695.785249545","3","237691","9","15"
"120438.79246818","3","238128","6","18"
"146503.91089783","3","249683","4","16"
"126564.21331572","3","250239","5","15"
"99739.181237308","3","244019","7","16"
"67708.955583474","3","231632","11","17"
"171179.94602647","3","251298","4","20"
"84620.667511429","3","235257","10","20"
"83367.198195039","3","252556","11","20"
"170900.51270957","3","250489","3","20"
"175246.11633777","3","252664","3","17"
"126833.53618683","3","241934","6","19"
"137357.48941882","3","252766","5","18"
"98382.684453138","3","257551","8","17"
"82868.225257115","3","243123","10","19"
"70830.704723546","3","255985","11","19"
"173937.60031884","3","244175","4","20"
"73079.09016218","3","230870","9","16"
"185762.1645862","3","252451","3","20"
"99841.412631993","3","253070","8","19"
"80956.71554784","3","236127","10","19"
"149038.02890476","3","239706","4","18"
"70192.113452224","3","258817","10","17"
"181409.84769244","3","251021","3","17"
"167525.87139524","3","233416","4","20"
"97108.152056693","3","237582","7","16"
"204775.1684141","3","251241","2","20"
"80342.401233994","3","253670","9","15"
"90453.664444836","3","247105","9","17"
"78831.62421624","3","245719","8","15"
"177041.47653081","3","236509","2","20"
"62281.541129709","3","231791","10","16"
"106337.1114335","3","240956","6","15"
"173821.04172709","3","236223","3","20"
"103523.63886192","3","255838","8","17"
"92125.491218324","3","249406","8","17"
"152734.0561703","3","234136","3","17"
"150424.08390343","3","250966","4","18"
"112511.79925124","3","242241","6","16"
"129453.75847363","3","247822","6","18"
"165828.69688352","3","248730","3","17"
"127259.95004104","3","242902","5","17"
"136815.70604272","3","254084","6","18"
"87733.730507217","3","253327","8","15"
"181356.29067345","3","246116","2","19"
"202762.97737295","3","256232","2","15"
"176954.42471619","3","257808","3","18"
"149488.95538071","3","230982","3","17"
"76829.614265504","3","239296","10","18"
"139213.58513039","3","254037","5","17"
"109114.76209214","3","253430","7","19"
"138120.97150328","3","238284","4","15"
"186262.46741431","3","236673","2","17"
"155243.79766536","3","253203","3","15"
"145625.1422548","3","251961","5","20"
"116835.79646916","3","248189","7","19"
"67014.420776573","3","254723","10","15"
"60400.570940666","3","251547","11","15"
"51625.649813376","3","231293","11","15"
"100905.13146927","3","258414","9","20"
"130521.40856876","3","232193","5","16"
"194886.6980638","3","244604","2","18"
"143628.21223389","3","247785","4","15"
"83263.899560409","3","231485","9","18"
"68702.337891998","3","230304","10","17"
"106189.48372347","3","244312","7","19"
"122509.84490363","3","250978","6","17"
"85014.046771749","3","248981","10","18"
"74246.177000809","3","252247","10","16"
"91252.356459721","3","253694","10","20"
"75458.774472714","3","246768","9","16"
"105036.56084587","3","238009","6","15"
"69015.526394405","3","247759","10","16"
"136769.13787115","3","259137","5","16"
"94398.306498433","3","233347","6","15"
"133128.24700527","3","240797","6","18"
"144503.90781472","3","246048","4","19"
"107777.20905979","3","236163","5","15"
"105875.86874665","3","234521","7","18"
"79361.102218725","3","259051","11","20"
"180846.177535","3","250968","2","18"
"105420.34983122","3","233512","7","18"
"78960.941202772","3","240713","9","16"
"192447.4013513","3","238671","2","19"
"169387.12453379","3","244690","3","17"
"152312.8164221","3","244364","4","19"
"133596.0607025","3","237154","4","16"
"193717.36987336","3","240246","2","19"
"84664.043003461","3","251982","8","15"
"106421.66358973","3","238552","7","18"
"125871.26699901","3","231138","5","15"
"106992.20253331","3","255456","9","20"
"95755.248469427","3","259385","7","16"
"121003.36863728","3","230813","6","19"
"165078.92696978","3","256480","5","20"
"88121.930326711","3","247796","9","17"
"92965.330830479","3","256241","8","16"
"109592.23906649","3","248332","6","15"
"76196.830799885","3","237489","8","15"
"102490.29823239","3","259349","9","18"
"157071.51272261","3","250685","4","15"
"131430.00558733","3","242736","6","20"
"63574.658663226","3","231522","11","17"
"114287.1829332","3","239362","6","19"
"173905.63879944","3","244532","3","18"
"208980.83280329","3","256424","2","15"
"146178.74558573","3","250659","5","20"
"117651.95310027","3","242135","6","17"
"73384.744931509","3","239766","11","19"
"67668.114637616","3","239815","10","16"
"113780.33684803","3","236796","7","20"
"164767.13570354","3","244070","3","15"
"163437.20539296","3","252120","4","19"
"102827.27224374","3","258088","9","20"
"63725.907947354","3","244469","10","16"
"157496.29013102","3","250774","5","20"
"159648.21934521","3","234255","3","16"
"193120.49127958","3","234108","2","18"
"157179.2627353","3","231915","3","20"
"142477.92292403","3","237564","4","16"
"126764.4333174","3","241637","4","15"
"110541.35378802","3","234818","7","19"
"99070.878604279","3","257281","7","15"
"72898.953288768","3","254737","11","19"
"79235.95211984","3","253356","11","18"
"146105.45968909","3","233385","5","20"
"97704.666729895","3","231135","8","19"
"70024.353377749","3","233239","11","20"
"181129.9535543","3","235001","2","17"
"165270.00036696","3","248229","3","17"
"55337.09505857","3","247921","11","15"
"153400.48666388","3","255776","5","20"
"94930.41033317","3","232254","7","16"
"162295.37078245","3","237484","4","19"
"88137.129297093","3","254120","9","19"
"127346.78814948","3","237787","5","19"
"118283.76722108","3","257059","6","17"
"156561.15568115","3","250715","4","18"
"86891.040793291","3","237249","8","17"
"93591.816733859","3","231741","7","16"
"146878.12124081","3","251580","5","19"
"68888.11154749","3","237448","11","19"
"79296.900021275","3","236008","8","15"
"116338.77650831","3","242740","6","16"
"102032.90769329","3","234273","7","16"
"117826.73221397","3","250294","7","19"
"71363.779686938","3","256189","10","16"
"96536.632419122","3","255120","7","16"
"60859.912851839","3","235291","11","16"
"124361.06467301","3","245883","6","18"
"139333.59825897","3","254256","5","17"
"137567.10640977","3","244502","4","17"
"63629.742975228","3","239659","9","15"
"92170.656719253","3","256247","8","16"
"64185.729698252","3","242635","11","17"
"61052.383430314","3","249054","11","16"
"122321.34951113","3","245812","7","20"
"154823.94857491","3","253940","4","18"
"82427.985474122","3","247643","8","15"
"95194.751342445","3","238931","9","20"
"176831.24875484","3","259468","3","16"
"100897.87006335","3","238689","8","19"
"103069.14779541","3","252166","7","16"
"77246.964041721","3","253464","10","17"
"69614.467010579","3","245193","11","18"
"169898.96846845","3","231433","3","19"
"151197.47221605","3","244634","4","17"
"111498.1490116","3","257203","6","16"
"82910.949006979","3","230991","9","17"
"142293.98972837","3","251125","5","18"
"123053.07178985","3","237203","5","15"
"169052.35779813","3","247462","4","19"
"76489.508515396","3","250281","10","18"
"73010.897877348","3","232217","8","15"
"192996.01516557","3","233396","2","20"
"114120.5407399","3","242867","6","18"
"88465.647118363","3","259545","10","19"
"82111.848168518","3","251268","11","19"
"173997.56302756","3","248112","3","20"
"84424.625169293","3","237643","8","16"
"107789.61974374","3","254356","7","17"
"140454.11630521","3","254765","5","17"
"71648.74565589","3","257212","10","16"
"91914.667535857","3","249001","7","16"
"208696.4804974","3","259143","3","20"
"206024.50461936","3","254756","2","18"
"81600.291930765","3","238096","9","19"
"68899.302924472","3","238331","10","18"
"179458.35466103","3","257450","3","17"
"141076.06543937","3","258249","5","19"
"68782.485494452","3","235722","9","15"
"108935.32877627","3","239665","7","18"
"122800.42328176","3","246036","6","16"
"219518.27267306","3","251671","2","20"
"135466.25578147","3","246469","5","19"
"143096.8510047","3","254730","5","17"
"65917.75990604","3","252190","11","16"
"149922.61525319","3","230591","4","19"
"75907.037626866","3","251048","9","16"
"65798.168680435","3","236209","10","16"
"194066.97935549","3","231560","2","19"
"81612.407167242","3","254658","10","17"
"59598.59868282","3","249571","10","15"
"126279.00176029","3","259890","6","17"
"115964.38286527","3","243700","5","15"
"125632.48287723","3","239643","6","19"
"208033.74518076","3","258001","2","19"
"145763.52527604","3","235842","4","17"
"103172.2238201","3","248688","7","16"
"129313.11112887","3","255230","6","20"
"82851.067895067","3","251520","8","15"
"85800.651524686","3","242086","7","15"
"114378.15347952","3","242916","6","17"
"107918.66958024","3","251074","9","20"
"130082.87840005","3","257196","5","15"
"85165.005500509","3","240926","7","15"
"71686.678629865","3","234218","11","19"
"74008.029695495","3","252440","9","15"
"204655.79217276","3","256167","2","15"
"92949.035787653","3","258411","9","18"
"176856.2030643","3","247611","3","20"
"79712.0420297","3","245469","11","20"
"105903.34418943","3","253315","8","17"
"154039.88927396","3","239294","4","17"
"145728.35906407","3","236894","5","20"
"123488.3065192","3","235553","6","19"
"127280.40025462","3","235952","5","15"
"107918.2728859","3","254835","7","17"
"78603.207520376","3","256816","11","19"
"197433.72073228","3","234247","2","20"
"188395.91571381","3","234525","3","20"
"115475.88701135","3","242246","8","20"
"172485.60220186","3","258404","3","15"
"95826.769152184","3","250860","8","17"
"178742.33045659","3","250687","3","20"
"62576.961315604","3","244626","10","15"
"76315.288381742","3","254122","10","17"
"81043.747750433","3","246464","9","17"
"79067.804930076","3","252725","9","15"
"99869.12616763","3","259354","7","15"
"57229.81867706","3","251358","11","16"
"73130.891883068","3","255181","11","18"
"152574.05335978","3","249764","4","15"
"86866.600461103","3","241501","10","20"
"58195.555286631","3","237400","11","16"
"73974.118115779","3","238983","8","15"
"177970.75942454","3","245337","3","16"
"166276.41422993","3","259918","5","20"
"141010.94560646","3","235118","4","16"
"72802.511480839","3","248328","9","15"
"122303.00317292","3","243721","6","17"
"97995.16799292","3","244051","8","17"
"127521.26628236","3","251482","6","20"
"87461.709971409","3","252558","9","16"
"72902.045249719","3","234415","11","18"
"113624.97457542","3","247427","6","16"
"134783.13506825","3","233925","5","20"
"150690.50108108","3","233639","4","20"
"162009.46261094","3","259139","4","16"
"130688.55951338","3","237818","4","16"
"86190.532469689","3","242233","10","20"
"101617.70594175","3","230262","6","15"
"122407.63425257","3","241678","6","17"
"189172.82019897","3","254262","3","20"
"177935.30864423","3","252438","3","18"
"85861.46175839","3","258691","9","18"
"150551.05572611","3","237829","4","17"
"141251.4435232","3","235519","4","16"
"137899.22715084","3","249219","5","18"
"93187.754820241","3","235511","8","19"
"126077.94931096","3","235745","7","20"
"86870.744247334","3","239912","8","16"
"85016.299499111","3","230892","10","19"
"67109.039553016","3","238725","10","17"
"186305.65690083","3","252879","3","16"
"188002.55436655","3","233251","2","15"
"71763.50174481","3","234469","11","19"
"21527.483771965","4","98624","12","16"
"32373.161147919","4","103263","9","15"
"28441.855297144","4","105901","9","14"
"39523.002331479","4","102197","8","16"
"62276.841029847","4","108555","4","16"
"53098.304257215","4","105074","6","16"
"52161.509191538","4","108278","5","14"
"62031.251954965","4","109275","5","16"
"58183.34085219","4","104364","4","14"
"43980.752322954","4","104090","6","15"
"39137.248897655","4","99512","7","16"
"50137.352212614","4","103367","6","15"
"75673.494406884","4","109435","2","15"
"22032.074648946","4","98708","11","15"
"59984.599308659","4","105497","4","16"
"40365.143783009","4","109012","7","15"
"49537.313494913","4","101686","5","16"
"63000.489085113","4","106186","3","14"
"26154.696691082","4","102244","10","15"
"62227.623936612","4","99642","4","15"
"45297.054820832","4","102352","6","15"
"36688.812770204","4","97035","7","15"
"50311.041327206","4","98825","5","15"
"87730.476516477","4","108467","2","16"
"28383.14907161","4","108140","11","16"
"82721.830604293","4","102581","2","16"
"35730.122643448","4","107518","8","14"
"73620.51136408","4","101887","3","16"
"49304.989863463","4","106155","6","16"
"42952.919199017","4","103186","6","14"
"26435.061709005","4","104982","10","15"
"41051.411593724","4","106608","7","15"
"37670.22988622","4","97433","7","16"
"20019.625665753","4","99833","11","14"
"32968.927770289","4","106074","8","14"
"60113.176171642","4","103982","5","16"
"41840.802575331","4","108658","7","15"
"47724.230509228","4","99067","5","14"
"26228.880624031","4","102534","10","15"
"34219.995759816","4","100804","7","14"
"56341.702815481","4","97587","4","16"
"39502.737721333","4","109823","8","16"
"39847.301077943","4","101807","6","14"
"62864.142044297","4","98739","3","16"
"67447.425533111","4","98421","3","16"
"30064.258492603","4","108187","10","15"
"48552.496905372","4","101645","5","15"
"57989.012438128","4","109872","5","16"
"59137.859977985","4","109756","5","15"
"21501.985445703","4","103062","11","14"
"34662.111442907","4","102193","8","14"
"52051.191439042","4","108049","5","14"
"38908.197011807","4","105470","7","14"
"30084.06772535","4","98442","8","14"
"46105.169335141","4","104210","6","16"
"87033.558961332","4","107367","2","15"
"35650.862918055","4","109373","8","16"
"60040.514825162","4","100110","4","16"
"23793.002491224","4","106759","11","15"
"61921.604183414","4","102656","3","14"
"75291.0435468","4","107552","3","16"
"55888.947995036","4","105893","5","16"
"26295.773955421","4","101488","10","15"
"86388.65955733","4","106950","2","14"
"36669.544538724","4","97678","7","15"
"44518.99923071","4","102614","6","16"
"19999.42168558","4","98143","11","14"
"61277.408676799","4","98933","3","16"
"45985.290810054","4","100556","5","14"
"51015.838876101","4","100867","5","15"
"62500.722889092","4","105754","4","14"
"82840.978755232","4","98228","2","16"
"47439.943175438","4","107779","6","16"
"48300.432078591","4","98301","5","15"
"55987.062372988","4","105568","4","14"
"45240.347953763","4","104328","6","15"
"61462.101763822","4","102040","4","14"
"53505.936928391","4","100396","5","16"
"39935.926857885","4","106938","7","14"
"53825.828641419","4","101984","5","16"
"43899.688143175","4","104021","7","16"
"38189.876687137","4","98725","7","16"
"45461.234564718","4","104376","5","14"
"29710.282864592","4","104061","9","16"
"33923.678250319","4","101295","7","14"
"27383.288782382","4","102934","10","15"
"60845.422150044","4","109139","4","14"
"72109.264595726","4","106083","3","16"
"74954.346588228","4","109982","3","16"
"52747.606771565","4","104291","5","15"
"28773.628252961","4","107157","11","16"
"50502.837999282","4","108734","6","16"
"29382.039200126","4","97445","9","16"
"54230.637940822","4","97274","4","14"
"30804.794677772","4","100702","9","15"
"66049.691426141","4","99208","3","16"
"74026.144846421","4","107449","3","15"
"42442.89031061","4","97095","7","16"
"41013.749508601","4","104739","7","15"
"24994.256155575","4","106734","11","16"
"35821.983097052","4","99590","8","16"
"45176.370056047","4","102368","6","15"
"66319.228639924","4","108942","3","15"
"26434.54244233","4","97609","9","15"
"33741.830682671","4","98885","9","16"
"22689.188841985","4","101652","11","15"
"59063.529522493","4","98481","4","16"
"38669.029004336","4","99822","6","14"
"55774.540393816","4","109800","6","16"
"67394.997293128","4","104458","3","14"
"25759.069059072","4","103502","9","14"
"28150.026098614","4","109800","11","16"
"76294.535522022","4","100210","2","15"
"29658.051594741","4","99033","10","16"
"45760.639626181","4","109931","6","14"
"55341.632883831","4","104856","5","16"
"60878.306576697","4","105624","4","14"
"21695.039656028","4","103092","11","15"
"38735.509184874","4","107690","7","14"
"31707.969005992","4","102017","8","14"
"68535.273463031","4","108323","4","16"
"30457.068069674","4","100670","10","16"
"34154.5087048","4","107975","9","15"
"46588.350178932","4","100306","6","16"
"26003.266462191","4","100915","10","16"
"39648.220990322","4","102964","7","15"
"82775.199214661","4","106885","2","16"
